,rackLabel,idracIP,Id,VolatileSizeMiB,PartNumber,SerialNumber
3,founders,10.243.19.188,DIMM.Socket.B3,32768,HMA84GR7AFR4N-VK,51DC6264
4,founders,10.243.19.188,DIMM.Socket.B1,32768,HMA84GR7AFR4N-VK,51DC6271
5,founders,10.243.19.188,DIMM.Socket.A5,32768,HMA84GR7AFR4N-VK,51DC61F7
6,founders,10.243.19.188,DIMM.Socket.A1,32768,HMA84GR7AFR4N-VK,42091879
7,founders,10.243.19.188,DIMM.Socket.A2,32768,HMA84GR7AFR4N-VK,420918B7
8,founders,10.243.19.188,DIMM.Socket.B2,32768,HMA84GR7AFR4N-VK,51DC621A
9,founders,10.243.19.188,DIMM.Socket.A3,32768,HMA84GR7AFR4N-VK,420918B8
10,founders,10.243.19.188,DIMM.Socket.B5,32768,HMA84GR7AFR4N-VK,71B97894
11,founders,10.243.19.188,DIMM.Socket.B4,32768,HMA84GR7AFR4N-VK,51DC7336
0,founders,10.243.19.189,DIMM.Socket.A6,32768,HMA84GR7AFR4N-VK,117D5122
1,founders,10.243.19.189,DIMM.Socket.A4,32768,HMA84GR7AFR4N-VK,117D516A
2,founders,10.243.19.189,DIMM.Socket.B2,32768,HMA84GR7AFR4N-VK,117D506A
3,founders,10.243.19.189,DIMM.Socket.B1,32768,HMA84GR7AFR4N-VK,117D506C
4,founders,10.243.19.189,DIMM.Socket.B4,32768,HMA84GR7AFR4N-VK,117D5108
5,founders,10.243.19.189,DIMM.Socket.A2,32768,HMA84GR7AFR4N-VK,117D513A
6,founders,10.243.19.189,DIMM.Socket.B3,32768,HMA84GR7AFR4N-VK,117D510E
7,founders,10.243.19.189,DIMM.Socket.A1,32768,HMA84GR7AFR4N-VK,117D514A
8,founders,10.243.19.189,DIMM.Socket.B6,32768,HMA84GR7AFR4N-VK,117D50FC
9,founders,10.243.19.189,DIMM.Socket.A5,32768,HMA84GR7AFR4N-VK,117D50EB
10,founders,10.243.19.189,DIMM.Socket.A3,32768,HMA84GR7AFR4N-VK,117D50C8
11,founders,10.243.19.189,DIMM.Socket.B5,32768,HMA84GR7AFR4N-VK,117D510B
0,founders,10.243.19.190,DIMM.Socket.B5,32768,HMA84GR7AFR4N-VK,51DC67AB
1,founders,10.243.19.190,DIMM.Socket.B4,32768,HMA84GR7AFR4N-VK,51DC67B2
2,founders,10.243.19.190,DIMM.Socket.B1,32768,HMA84GR7AFR4N-VK,51DC672D
3,founders,10.243.19.190,DIMM.Socket.A6,32768,HMA84GR7AFR4N-VK,117D4D4F
4,founders,10.243.19.190,DIMM.Socket.B2,32768,HMA84GR7AFR4N-VK,51DC67D1
5,founders,10.243.19.190,DIMM.Socket.B3,32768,HMA84GR7AFR4N-VK,51DC66E6
6,founders,10.243.19.190,DIMM.Socket.A4,32768,HMA84GR7AFR4N-VK,117D4D37
7,founders,10.243.19.190,DIMM.Socket.A1,32768,HMA84GR7AFR4N-VK,117D4DA2
8,founders,10.243.19.190,DIMM.Socket.B6,32768,HMA84GR7AFR4N-VK,51DC672E
9,founders,10.243.19.190,DIMM.Socket.A5,32768,HMA84GR7AFR4N-VK,117D4CF6
10,founders,10.243.19.190,DIMM.Socket.A2,32768,HMA84GR7AFR4N-VK,117D4DB3
11,founders,10.243.19.190,DIMM.Socket.A3,32768,HMA84GR7AFR4N-VK,117D4D99
0,founders,10.243.19.191,DIMM.Socket.B1,32768,HMA84GR7AFR4N-VK,51DE8AA0
1,founders,10.243.19.191,DIMM.Socket.A6,32768,HMA84GR7AFR4N-VK,51DE8AEB
2,founders,10.243.19.191,DIMM.Socket.B3,32768,HMA84GR7AFR4N-VK,51DE8ADC
3,founders,10.243.19.191,DIMM.Socket.A4,32768,HMA84GR7AFR4N-VK,51DE8B27
4,founders,10.243.19.191,DIMM.Socket.B5,32768,HMA84GR7AFR4N-VK,51DE8A9B
5,founders,10.243.19.191,DIMM.Socket.B4,32768,HMA84GR7AFR4N-VK,51DE8ABD
6,founders,10.243.19.191,DIMM.Socket.A2,32768,HMA84GR7AFR4N-VK,51DE8B6A
7,founders,10.243.19.191,DIMM.Socket.B2,32768,HMA84GR7AFR4N-VK,51DE8BAA
8,founders,10.243.19.191,DIMM.Socket.A3,32768,HMA84GR7AFR4N-VK,51DE8B67
9,founders,10.243.19.191,DIMM.Socket.A1,32768,HMA84GR7AFR4N-VK,51DE8B6C
10,founders,10.243.19.191,DIMM.Socket.A5,32768,HMA84GR7AFR4N-VK,51DE8B62
11,founders,10.243.19.191,DIMM.Socket.B6,32768,HMA84GR7AFR4N-VK,51DE8B5D
0,founders,10.243.19.192,DIMM.Socket.A5,32768,HMA84GR7AFR4N-VK,42091868
1,founders,10.243.19.192,DIMM.Socket.B6,32768,HMA84GR7AFR4N-VK,4209183C
2,founders,10.243.19.192,DIMM.Socket.A4,32768,HMA84GR7AFR4N-VK,420917E5
3,founders,10.243.19.192,DIMM.Socket.A1,32768,HMA84GR7AFR4N-VK,42091863
4,founders,10.243.19.192,DIMM.Socket.A6,32768,HMA84GR7AFR4N-VK,42091826
5,founders,10.243.19.192,DIMM.Socket.B1,32768,HMA84GR7AFR4N-VK,42091882
6,founders,10.243.19.192,DIMM.Socket.A2,32768,HMA84GR7AFR4N-VK,42091809
7,founders,10.243.19.192,DIMM.Socket.B5,32768,HMA84GR7AFR4N-VK,4209189B
8,founders,10.243.19.192,DIMM.Socket.B2,32768,HMA84GR7AFR4N-VK,42091895
9,founders,10.243.19.192,DIMM.Socket.A3,32768,HMA84GR7AFR4N-VK,42091811
10,founders,10.243.19.192,DIMM.Socket.B3,32768,HMA84GR7AFR4N-VK,42091886
11,founders,10.243.19.192,DIMM.Socket.B4,32768,HMA84GR7AFR4N-VK,4209188F
0,founders,10.243.19.193,DIMM.Socket.B6,32768,HMA84GR7AFR4N-VK,117D514B
1,founders,10.243.19.193,DIMM.Socket.B2,32768,HMA84GR7AFR4N-VK,117D506D
2,founders,10.243.19.193,DIMM.Socket.B5,32768,HMA84GR7AFR4N-VK,117D5147
3,founders,10.243.19.193,DIMM.Socket.A3,32768,HMA84GR7AFR4N-VK,117D509D
4,founders,10.243.19.193,DIMM.Socket.A1,32768,HMA84GR7AFR4N-VK,117D5157
5,founders,10.243.19.193,DIMM.Socket.A6,32768,HMA84GR7AFR4N-VK,117D5148
6,founders,10.243.19.193,DIMM.Socket.B3,32768,HMA84GR7AFR4N-VK,117D5135
7,founders,10.243.19.193,DIMM.Socket.A2,32768,HMA84GR7AFR4N-VK,117D5063
8,founders,10.243.19.193,DIMM.Socket.B1,32768,HMA84GR7AFR4N-VK,117D516F
9,founders,10.243.19.193,DIMM.Socket.B4,32768,HMA84GR7AFR4N-VK,117D5146
10,founders,10.243.19.193,DIMM.Socket.A5,32768,HMA84GR7AFR4N-VK,117D50E1
11,founders,10.243.19.193,DIMM.Socket.A4,32768,HMA84GR7AFR4N-VK,117D50F3
0,founders,10.243.19.194,DIMM.Socket.B6,32768,HMA84GR7AFR4N-VK,51DE8B7C
1,founders,10.243.19.194,DIMM.Socket.B2,32768,HMA84GR7AFR4N-VK,51DE8ABE
2,founders,10.243.19.194,DIMM.Socket.A1,32768,HMA84GR7AFR4N-VK,51DE8B36
3,founders,10.243.19.194,DIMM.Socket.A6,32768,HMA84GR7AFR4N-VK,51DE8B90
4,founders,10.243.19.194,DIMM.Socket.B4,32768,HMA84GR7AFR4N-VK,51DE8B43
5,founders,10.243.19.194,DIMM.Socket.A5,32768,HMA84GR7AFR4N-VK,51DE8AE9
6,founders,10.243.19.194,DIMM.Socket.B1,32768,HMA84GR7AFR4N-VK,51DE8B48
7,founders,10.243.19.194,DIMM.Socket.A4,32768,HMA84GR7AFR4N-VK,51DE8B4B
8,founders,10.243.19.194,DIMM.Socket.B3,32768,HMA84GR7AFR4N-VK,51DE8B06
9,founders,10.243.19.194,DIMM.Socket.A2,32768,HMA84GR7AFR4N-VK,51DE8AFB
10,founders,10.243.19.194,DIMM.Socket.B5,32768,HMA84GR7AFR4N-VK,51DE8B8D
11,founders,10.243.19.194,DIMM.Socket.A3,32768,HMA84GR7AFR4N-VK,51DE8BAE
0,founders,10.243.19.195,DIMM.Socket.B2,32768,HMA84GR7AFR4N-VK,117D48E6
1,founders,10.243.19.195,DIMM.Socket.B6,32768,HMA84GR7AFR4N-VK,117D482E
2,founders,10.243.19.195,DIMM.Socket.A6,32768,HMA84GR7AFR4N-VK,51DDDE0A
3,founders,10.243.19.195,DIMM.Socket.B1,32768,HMA84GR7AFR4N-VK,117D48C1
4,founders,10.243.19.195,DIMM.Socket.B5,32768,HMA84GR7AFR4N-VK,117D480C
5,founders,10.243.19.195,DIMM.Socket.A5,32768,HMA84GR7AFR4N-VK,51DDDE03
6,founders,10.243.19.195,DIMM.Socket.B5,32768,HMA84GR7AFR4N-VK,117D480C
7,founders,10.243.19.195,DIMM.Socket.B4,32768,HMA84GR7AFR4N-VK,117D48E2
8,founders,10.243.19.195,DIMM.Socket.A1,32768,HMA84GR7AFR4N-VK,117D4D95
9,founders,10.243.19.195,DIMM.Socket.B3,32768,HMA84GR7AFR4N-VK,117D492C
10,founders,10.243.19.195,DIMM.Socket.A2,32768,HMA84GR7AFR4N-VK,117D4DAE
11,founders,10.243.19.195,DIMM.Socket.A4,32768,HMA84GR7AFR4N-VK,51DDDDFB
0,founders,10.243.19.196,DIMM.Socket.A4,16384,HMA82GR7AFR8N-VK,521634C2
1,founders,10.243.19.196,DIMM.Socket.A2,16384,HMA82GR7AFR8N-VK,521634E9
2,founders,10.243.19.196,DIMM.Socket.A1,16384,HMA82GR7AFR8N-VK,521635BA
3,founders,10.243.19.196,DIMM.Socket.A3,16384,HMA82GR7AFR8N-VK,521634F4
0,samadams,10.243.19.132,DIMM.Socket.B1,16384,HMA82GR7AFR8N-VK,7240F6E0
1,samadams,10.243.19.132,DIMM.Socket.A6,16384,HMA82GR7AFR8N-VK,7240F65C
2,samadams,10.243.19.132,DIMM.Socket.B3,16384,HMA82GR7AFR8N-VK,7240F6DB
3,samadams,10.243.19.132,DIMM.Socket.B5,16384,HMA82GR7AFR8N-VK,7240F736
4,samadams,10.243.19.132,DIMM.Socket.A3,16384,HMA82GR7AFR8N-VK,7240F6F2
5,samadams,10.243.19.132,DIMM.Socket.A5,16384,HMA82GR7AFR8N-VK,7240F64D
6,samadams,10.243.19.132,DIMM.Socket.B4,16384,HMA82GR7AFR8N-VK,7240F6DF
7,samadams,10.243.19.132,DIMM.Socket.A4,16384,HMA82GR7AFR8N-VK,7240F668
8,samadams,10.243.19.132,DIMM.Socket.A1,16384,HMA82GR7AFR8N-VK,7240F6D4
9,samadams,10.243.19.132,DIMM.Socket.B2,16384,HMA82GR7AFR8N-VK,7240F6F8
10,samadams,10.243.19.132,DIMM.Socket.B6,16384,HMA82GR7AFR8N-VK,7240F738
11,samadams,10.243.19.132,DIMM.Socket.A2,16384,HMA82GR7AFR8N-VK,7240F6FF
0,samadams,10.243.19.133,DIMM.Socket.B2,16384,HMA82GR7AFR8N-VK,72412FA0
1,samadams,10.243.19.133,DIMM.Socket.A1,16384,HMA82GR7AFR8N-VK,72412ECC
2,samadams,10.243.19.133,DIMM.Socket.B6,16384,HMA82GR7AFR8N-VK,72412F2E
3,samadams,10.243.19.133,DIMM.Socket.B4,16384,HMA82GR7AFR8N-VK,72412F96
4,samadams,10.243.19.133,DIMM.Socket.A2,16384,HMA82GR7AFR8N-VK,72412FA8
5,samadams,10.243.19.133,DIMM.Socket.A4,16384,HMA82GR7AFR8N-VK,72412FAB
6,samadams,10.243.19.133,DIMM.Socket.B5,16384,HMA82GR7AFR8N-VK,72412F2A
7,samadams,10.243.19.133,DIMM.Socket.B3,16384,HMA82GR7AFR8N-VK,72412F94
8,samadams,10.243.19.133,DIMM.Socket.A5,16384,HMA82GR7AFR8N-VK,72412F89
9,samadams,10.243.19.133,DIMM.Socket.A6,16384,HMA82GR7AFR8N-VK,72412F5F
10,samadams,10.243.19.133,DIMM.Socket.B1,16384,HMA82GR7AFR8N-VK,72412F93
11,samadams,10.243.19.133,DIMM.Socket.A3,16384,HMA82GR7AFR8N-VK,72412F9D
0,samadams,10.243.19.135,DIMM.Socket.A4,16384,M393A2K43CB2-CTD,39F422BF
1,samadams,10.243.19.135,DIMM.Socket.B4,16384,HMA82GR7AFR8N-VK,72412F1F
2,samadams,10.243.19.135,DIMM.Socket.A2,16384,HMA82GR7AFR8N-VK,72412F6B
3,samadams,10.243.19.135,DIMM.Socket.B3,16384,HMA82GR7AFR8N-VK,72412F71
4,samadams,10.243.19.135,DIMM.Socket.B6,16384,HMA82GR7AFR8N-VK,72412F53
5,samadams,10.243.19.135,DIMM.Socket.A5,16384,HMA82GR7AFR8N-VK,72412F95
6,samadams,10.243.19.135,DIMM.Socket.B1,16384,HMA82GR7AFR8N-VK,72412F67
7,samadams,10.243.19.135,DIMM.Socket.A1,16384,HMA82GR7AFR8N-VK,72412F29
8,samadams,10.243.19.135,DIMM.Socket.B5,16384,HMA82GR7AFR8N-VK,72412F54
9,samadams,10.243.19.135,DIMM.Socket.A6,16384,HMA82GR7AFR8N-VK,72412F91
10,samadams,10.243.19.135,DIMM.Socket.B2,16384,HMA82GR7AFR8N-VK,72412F6F
11,samadams,10.243.19.135,DIMM.Socket.A3,16384,HMA82GR7AFR8N-VK,72412F99
0,samadams,10.243.19.134,DIMM.Socket.B5,16384,HMA82GR7AFR8N-VK,7240F6CB
1,samadams,10.243.19.134,DIMM.Socket.A2,16384,HMA82GR7AFR8N-VK,7240F6CD
2,samadams,10.243.19.134,DIMM.Socket.B3,16384,HMA82GR7AFR8N-VK,7240F6E4
3,samadams,10.243.19.134,DIMM.Socket.A3,16384,HMA82GR7AFR8N-VK,7240F6B1
4,samadams,10.243.19.134,DIMM.Socket.A5,16384,HMA82GR7AFR8N-VK,7240F6A8
5,samadams,10.243.19.134,DIMM.Socket.B1,16384,HMA82GR7AFR8N-VK,7240F6D3
6,samadams,10.243.19.134,DIMM.Socket.B6,16384,HMA82GR7AFR8N-VK,7240F670
7,samadams,10.243.19.134,DIMM.Socket.A6,16384,HMA82GR7AFR8N-VK,7240F6CE
8,samadams,10.243.19.134,DIMM.Socket.B4,16384,HMA82GR7AFR8N-VK,7240F6D9
9,samadams,10.243.19.134,DIMM.Socket.A4,16384,HMA82GR7AFR8N-VK,7240F6AD
10,samadams,10.243.19.134,DIMM.Socket.A1,16384,HMA82GR7AFR8N-VK,7240F715
11,samadams,10.243.19.134,DIMM.Socket.B2,16384,HMA82GR7AFR8N-VK,7240F6DA
0,samadams,10.243.19.136,DIMM.Socket.A3,16384,HMA82GR7AFR8N-VK,72412B21
1,samadams,10.243.19.136,DIMM.Socket.A5,16384,HMA82GR7AFR8N-VK,72412AFB
2,samadams,10.243.19.136,DIMM.Socket.B5,16384,HMA82GR7AFR8N-VK,72412AFA
3,samadams,10.243.19.136,DIMM.Socket.A6,16384,HMA82GR7AFR8N-VK,72412AF6
4,samadams,10.243.19.136,DIMM.Socket.A2,16384,HMA82GR7AFR8N-VK,72412B1F
5,samadams,10.243.19.136,DIMM.Socket.A4,16384,HMA82GR7AFR8N-VK,72412A61
6,samadams,10.243.19.136,DIMM.Socket.B6,16384,HMA82GR7AFR8N-VK,72412AFC
7,samadams,10.243.19.136,DIMM.Socket.B1,16384,HMA82GR7AFR8N-VK,72412B09
8,samadams,10.243.19.136,DIMM.Socket.A1,16384,HMA82GR7AFR8N-VK,72412AF8
9,samadams,10.243.19.136,DIMM.Socket.B2,16384,HMA82GR7AFR8N-VK,72412B01
10,samadams,10.243.19.136,DIMM.Socket.B4,16384,HMA82GR7AFR8N-VK,72412AFD
11,samadams,10.243.19.136,DIMM.Socket.B3,16384,HMA82GR7AFR8N-VK,72412B00
0,samadams,10.243.19.137,DIMM.Socket.B2,16384,HMA82GR7AFR8N-VK,7240F723
1,samadams,10.243.19.137,DIMM.Socket.B5,16384,HMA82GR7AFR8N-VK,7240F71A
2,samadams,10.243.19.137,DIMM.Socket.B6,16384,HMA82GR7AFR8N-VK,7240F729
3,samadams,10.243.19.137,DIMM.Socket.B4,16384,HMA82GR7AFR8N-VK,7240F71E
4,samadams,10.243.19.137,DIMM.Socket.B1,16384,HMA82GR7AFR8N-VK,7240F71D
5,samadams,10.243.19.137,DIMM.Socket.A1,16384,HMA82GR7AFR8N-VK,7240F71B
6,samadams,10.243.19.137,DIMM.Socket.A3,16384,HMA82GR7AFR8N-VK,7240F699
7,samadams,10.243.19.137,DIMM.Socket.B3,16384,HMA82GR7AFR8N-VK,7240F730
8,samadams,10.243.19.137,DIMM.Socket.A2,16384,HMA82GR7AFR8N-VK,7240F742
9,samadams,10.243.19.137,DIMM.Socket.A5,16384,HMA82GR7AFR8N-VK,7240F741
10,samadams,10.243.19.137,DIMM.Socket.A6,16384,HMA82GR7AFR8N-VK,7240F744
11,samadams,10.243.19.137,DIMM.Socket.A4,16384,HMA82GR7AFR8N-VK,7240F73E
0,samadams,10.243.19.138,DIMM.Socket.A4,16384,HMA82GR7AFR8N-VK,328815D1
1,samadams,10.243.19.138,DIMM.Socket.A3,16384,HMA82GR7AFR8N-VK,32880F62
2,samadams,10.243.19.138,DIMM.Socket.A1,16384,HMA82GR7AFR8N-VK,328815D5
3,samadams,10.243.19.138,DIMM.Socket.A2,16384,HMA82GR7AFR8N-VK,3288180D
0,samadams,10.243.19.139,DIMM.Socket.A1,16384,HMA82GR7AFR8N-VK,328817FE
1,samadams,10.243.19.139,DIMM.Socket.A3,16384,HMA82GR7AFR8N-VK,328815DA
2,samadams,10.243.19.139,DIMM.Socket.A4,16384,HMA82GR7AFR8N-VK,32881845
3,samadams,10.243.19.139,DIMM.Socket.A2,16384,HMA82GR7AFR8N-VK,328815C5
